Year,Model,Total_Price(RM),Price_per_month(RM),Mileage(km),Transmission,Location,Highlight,URL,Brand
2019,myvi x 1.3,37400.0,410.0,36500.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-x-1.3/cxnz400,Perodua
2016,axia g 1.0,24000.0,310.0,110289.0,A,"carsome pj automall, selangor 14,748.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-g-1.0/c5c1500,Perodua
2015,hr-v i-vtec v 1.8,46400.0,630.0,150883.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2015-honda-hr-v-i-vtec-v-1.8/c3ky400,Honda
2020,x70 tgdi premium 1.8,65000.0,663.0,91823.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x70/2020-proton-x70-tgdi-premium-1.8/cd10500,Proton
2017,myvi se 1.5,34000.0,454.0,112216.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-se-1.5/c440500,Perodua
2014,city v i-vtec 1.5,34800.0,473.0,176091.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2014-honda-city-v-i-vtec-1.5/clky400,Honda
2022,bezza g 1.0,34600.0,379.0,57555.0,A,"carsome showroom kuala terengganu, terengganu 14,461.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2022-perodua-bezza-g-1.0/cf74500,Perodua
2017,axia advance 1.0,29400.0,387.0,121463.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-advance-1.0/cisw400,Perodua
2016,jazz e i-vtec 1.5,43000.0,584.0,128828.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",daily drive,https://www.carsome.my/buy-car/honda/jazz/2016-honda-jazz-e-i-vtec-1.5/cmsy400,Honda
2018,civic tc vtec 1.5,80400.0,960.0,70333.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-tc-vtec-1.5/cf8z400,Honda
2017,myvi advance 1.5,37800.0,482.0,116788.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-advance-1.5/c9zy400,Perodua
2016,vios e 1.5,43400.0,590.0,138134.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2016-toyota-vios-e-1.5/cs2x400,Toyota
2019,aruz av 1.5,51000.0,550.0,118938.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",family drive,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/c9py400,Perodua
2018,city e i-vtec 1.5,52400.0,610.0,92223.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2018-honda-city-e-i-vtec-1.5/cvoy400,Honda
2019,exora turbo premium 1.6,36400.0,399.0,93912.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",family drive,https://www.carsome.my/buy-car/proton/exora/2019-proton-exora-turbo-premium-1.6/cmdx400,Proton
2016,myvi se 1.5,33000.0,432.0,103678.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2016-perodua-myvi-se-1.5/czxz400,Perodua
2018,passat 280 tsi comfortline 1.8,58000.0,696.0,70842.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",executive,https://www.carsome.my/buy-car/volkswagen/passat/2018-volkswagen-passat-280-tsi-comfortline-1.8/cunv400,Volkswagen
2021,bezza x 1.3,39800.0,436.0,77792.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2021-perodua-bezza-x-1.3/c252500,Perodua
2018,vios e 1.5,52900.0,635.0,93381.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2018-toyota-vios-e-1.5/chnx400,Toyota
2019,x70 tgdi premium 1.8,55400.0,592.0,50540.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x70/2019-proton-x70-tgdi-premium-1.8/cv0w400,Proton
2023,iriz active 1.6,45400.0,498.0,21532.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/iriz/2023-proton-iriz-active-1.6/ck9w400,Proton
2019,bezza x premium 1.3,34900.0,382.0,74748.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-x-premium-1.3/ck30500,Perodua
2018,outlander 2.4,68400.0,821.0,94098.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",family drive,https://www.carsome.my/buy-car/mitsubishi/outlander/2018-mitsubishi-outlander--2.4/c4p0500,Mitsubishi
2020,myvi av 1.5,46600.0,502.0,75018.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/ct40500,Perodua
2017,civic tc vtec premium 1.5,78900.0,1052.0,84356.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/honda/civic/2017-honda-civic-tc-vtec-premium-1.5/cga0500,Honda
2020,bezza x 1.3,37800.0,414.0,95830.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2020-perodua-bezza-x-1.3/ci10500,Perodua
2020,myvi av 1.5,46600.0,502.0,60116.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cuaz400,Perodua
2019,myvi h 1.5,42400.0,458.0,97737.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-h-1.5/ck8z400,Perodua
2018,myvi av 1.5,42600.0,511.0,114056.0,A,"carsome pj automall, selangor 14,748.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/cdg0500,Perodua
2019,yaris g 1.5,58400.0,640.0,109961.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/yaris/2019-toyota-yaris-g-1.5/cdmy400,Toyota
2020,myvi g 1.3,38900.0,404.0,84585.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-g-1.3/cpzz400,Perodua
2019,city v i-vtec 1.5,58000.0,636.0,114642.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2019-honda-city-v-i-vtec-1.5/cuj1500,Honda
2018,axia g 1.0,27900.0,335.0,101906.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/cvl1500,Perodua
2018,vios e 1.5,52900.0,635.0,53266.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2018-toyota-vios-e-1.5/cge2500,Toyota
2019,aruz av 1.5,51000.0,559.0,89949.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",family drive,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/cut0500,Perodua
2020,persona premium 1.6,35900.0,393.0,88741.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/persona/2020-proton-persona-premium-1.6/cspz400,Proton
2016,myvi advance 1.5,34800.0,467.0,84447.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2016-perodua-myvi-advance-1.5/cdbx400,Perodua
2021,saga premium 1.3,32300.0,354.0,63940.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2021-proton-saga-premium-1.3/chkx400,Proton
2019,aruz av 1.5,51400.0,550.0,81278.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",family drive,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/cqnw400,Perodua
2015,alza se 1.5,33400.0,454.0,118910.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2015-perodua-alza-se-1.5/c2q0500,Perodua
2017,axia g 1.0,27400.0,365.0,118515.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-g-1.0/cezy400,Perodua
2015,city e i-vtec 1.5,37400.0,508.0,167722.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",daily drive,https://www.carsome.my/buy-car/honda/city/2015-honda-city-e-i-vtec-1.5/cbp0500,Honda
2014,myvi ezi 1.3,25900.0,352.0,146846.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2014-perodua-myvi-ezi-1.3/cfg0500,Perodua
2020,x50 premium 1.5,63900.0,681.0,79329.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x50/2020-proton-x50-premium-1.5/c660500,Proton
2014,myvi ezi 1.3,25900.0,352.0,133088.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2014-perodua-myvi-ezi-1.3/c3hz400,Perodua
2017,persona premium 1.6,28400.0,379.0,126691.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/persona/2017-proton-persona-premium-1.6/cslx400,Proton
2016,myvi x 1.3,26900.0,336.0,107355.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2016-perodua-myvi-x-1.3/c7i0500,Perodua
2021,saga standard 1.3,29300.0,321.0,55719.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2021-proton-saga-standard-1.3/cokx400,Proton
2016,jazz s i-vtec 1.5,40400.0,549.0,135758.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",daily drive,https://www.carsome.my/buy-car/honda/jazz/2016-honda-jazz-s-i-vtec-1.5/crcy400,Honda
2017,almera vl 1.5,32900.0,439.0,65323.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",daily drive,https://www.carsome.my/buy-car/nissan/almera/2017-nissan-almera-vl-1.5/ccw0500,Nissan
2020,axia g 1.0,30500.0,334.0,59352.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-g-1.0/cza1500,Perodua
2017,myvi av 1.5,40400.0,518.0,87835.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-av-1.5/cd52500,Perodua
2021,ativa av 1.0,58800.0,644.0,85206.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",compact suv,https://www.carsome.my/buy-car/perodua/ativa/2021-perodua-ativa-av-1.0/c9o2500,Perodua
2024,saga premium 1.3,35300.0,387.0,21670.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2024-proton-saga-premium-1.3/cx8z400,Proton
2013,accord i-vtec vti-l 2.0,36000.0,527.0,92382.0,A,"carsome pj automall, selangor 14,748.1 km
          away",executive,https://www.carsome.my/buy-car/honda/accord/2013-honda-accord-i-vtec-vti-l-2.0/cu8z400,Honda
2014,sylphy vl 1.8,30900.0,420.0,89483.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/nissan/sylphy/2014-nissan-sylphy-vl-1.8/cvlz400,Nissan
2016,bezza x premium 1.3,29400.0,399.0,66519.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2016-perodua-bezza-x-premium-1.3/cur0500,Perodua
2019,aruz av 1.5,51000.0,550.0,113214.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",family drive,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/c7j0500,Perodua
2020,saga premium 1.3,31300.0,343.0,86576.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-premium-1.3/cmv1500,Proton
2014,vios j 1.5,34400.0,467.0,186498.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2014-toyota-vios-j-1.5/ckv1500,Toyota
2018,axia g 1.0,28400.0,336.0,93717.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/cea0500,Perodua
2018,civic s i-vtec 1.8,71500.0,845.0,101916.0,A,"carsome pj automall, selangor 14,748.1 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-s-i-vtec-1.8/cgsz400,Honda
2017,vios gx 1.5,53000.0,691.0,118014.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2017-toyota-vios-gx-1.5/cmw0500,Toyota
2018,bezza x premium 1.3,33000.0,396.0,134909.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-x-premium-1.3/cp91500,Perodua
2020,bezza advance 1.3,42800.0,469.0,85191.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2020-perodua-bezza-advance-1.3/cxi2500,Perodua
2023,wr-v rs 1.5,84000.0,920.0,44972.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",compact suv,https://www.carsome.my/buy-car/honda/wr-v/2023-honda-wr-v-rs-1.5/cm42500,Honda
2018,myvi g 1.3,36400.0,437.0,96495.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-g-1.3/c6z0500,Perodua
2022,alza av 1.5,71900.0,788.0,14746.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2022-perodua-alza-av-1.5/cnx0500,Perodua
2020,yaris e 1.5,58400.0,633.0,87541.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/yaris/2020-toyota-yaris-e-1.5/cxj1500,Toyota
2016,hr-v i-vtec v 1.8,49900.0,678.0,176043.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2016-honda-hr-v-i-vtec-v-1.8/c770500,Honda
2020,axia gxtra 1.0,32000.0,351.0,97966.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-gxtra-1.0/cpm0500,Perodua
2018,vios gx 1.5,52900.0,635.0,102220.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2018-toyota-vios-gx-1.5/cpw1500,Toyota
2019,civic s i-vtec 1.8,73900.0,798.0,101147.0,A,"carsome pj automall, selangor 14,748.1 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/honda/civic/2019-honda-civic-s-i-vtec-1.8/ckg0500,Honda
2020,saga premium 1.3,31300.0,343.0,33580.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/saga/2020-proton-saga-premium-1.3/ctv2500,Proton
2019,c-hr 1.8,89600.0,977.0,85790.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",compact suv,https://www.carsome.my/buy-car/toyota/c-hr/2019-toyota-c-hr--1.8/cj21500,Toyota
2018,3 skyactiv-g high 2.0,69000.0,828.0,73076.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",upgrade daily drive,https://www.carsome.my/buy-car/mazda/3/2018-mazda-3-skyactiv-g-high-2.0/cd61500,Mazda
2015,vios g 1.5,39400.0,535.0,161550.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",daily drive,https://www.carsome.my/buy-car/toyota/vios/2015-toyota-vios-g-1.5/cycz400,Toyota
2019,aruz av 1.5,51000.0,550.0,99518.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",family drive,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/czwz400,Perodua
2019,jazz e i-vtec 1.5,60400.0,662.0,69847.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",daily drive,https://www.carsome.my/buy-car/honda/jazz/2019-honda-jazz-e-i-vtec-1.5/cmk2500,Honda
2019,axia style 1.0,32900.0,361.0,71200.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/axia/2019-perodua-axia-style-1.0/c3e2500,Perodua
2022,ativa av 1.0,62100.0,681.0,66585.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",compact suv,https://www.carsome.my/buy-car/perodua/ativa/2022-perodua-ativa-av-1.0/cwu1500,Perodua
2023,iriz executive 1.6,39800.0,436.0,43287.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",national daily drive,https://www.carsome.my/buy-car/proton/iriz/2023-proton-iriz-executive-1.6/ck03500,Proton
2020,x50 tgdi flagship 1.5,68900.0,721.0,61056.0,A,"carsome pj automall, selangor 14,748.1 km
          away",compact suv,https://www.carsome.my/buy-car/proton/x50/2020-proton-x50-tgdi-flagship-1.5/cwox400,Proton
2018,alza se 1.5,44400.0,490.0,100701.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",family drive,https://www.carsome.my/buy-car/perodua/alza/2018-perodua-alza-se-1.5/ck90500,Perodua
2016,grand livina comfort 1.8,36400.0,494.0,120959.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",family drive,https://www.carsome.my/buy-car/nissan/grand-livina/2016-nissan-grand-livina-comfort-1.8/cg9z400,Nissan
2019,bezza x premium 1.3,34400.0,377.0,110812.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/bezza/2019-perodua-bezza-x-premium-1.3/cdv1500,Perodua
2015,myvi advance 1.5,34000.0,462.0,96830.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",national daily drive,https://www.carsome.my/buy-car/perodua/myvi/2015-perodua-myvi-advance-1.5/c020500,Perodua
2017,hr-v i-vtec s 1.8,46400.0,619.0,131419.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",compact suv,https://www.carsome.my/buy-car/honda/hr-v/2017-honda-hr-v-i-vtec-s-1.8/c0z2500,Honda
