Year,Model,Total_Price(RM),Price_per_month(RM),Mileage(km),Transmission,Location,Highlight,URL,Brand
2015,axia g 1.0,21900.0,297.0,56176.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2015-perodua-axia-g-1.0/cfkb500,Perodua
2017,br-v v i-vtec 1.5,44900.0,599.0,122890.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/honda/br-v/2017-honda-br-v-v-i-vtec-1.5/cuwa500,Honda
2020,yaris e 1.5,57900.0,634.0,71427.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/yaris/2020-toyota-yaris-e-1.5/ctv9500,Toyota
2018,bezza advance premium 1.3,35400.0,425.0,114463.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-advance-premium-1.3/cbmb500,Perodua
2019,aruz av 1.5,51400.0,563.0,59084.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/cg87500,Perodua
2019,yaris e 1.5,55900.0,613.0,104072.0,A,"carsome showroom kota bharu, kelantan 14,408.9 km
          away",-,https://www.carsome.my/buy-car/toyota/yaris/2019-toyota-yaris-e-1.5/chaa500,Toyota
2022,x70 tgdi executive 1.8,68900.0,755.0,70545.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x70/2022-proton-x70-tgdi-executive-1.8/cv3b500,Proton
2016,cr-v i-vtec 2.4,51800.0,704.0,125376.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2016-honda-cr-v-i-vtec-2.4/cdia500,Honda
2023,vios g 1.5,79800.0,874.0,32759.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/vios/2023-toyota-vios-g-1.5/c0m4500,Toyota
2017,myvi av 1.5,38900.0,519.0,92470.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-av-1.5/cw8a500,Perodua
2019,serena s-hybrid high-way star premium 2.0,84000.0,920.0,109287.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/nissan/serena/2019-nissan-serena-s-hybrid-high-way-star-premium-2.0/cv7a500,Nissan
2022,x50 executive 1.5,66400.0,728.0,64389.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-executive-1.5/ckqg500,Proton
2020,alza advance 1.5,55400.0,586.0,120473.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2020-perodua-alza-advance-1.5/c9wd500,Perodua
2020,aruz av 1.5,54600.0,598.0,93914.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/cxsb500,Perodua
2015,city v i-vtec 1.5,39500.0,537.0,152261.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/honda/city/2015-honda-city-v-i-vtec-1.5/caid500,Honda
2018,myvi x 1.3,35400.0,425.0,103744.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-x-1.3/ch3a500,Perodua
2020,axia se 1.0,35400.0,388.0,45820.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-se-1.0/ct9c500,Perodua
2015,myvi g 1.3,24900.0,338.0,105313.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2015-perodua-myvi-g-1.3/c1ac500,Perodua
2016,axia g 1.0,24000.0,326.0,138826.0,A,"carsome showroom aeon big kepong, kuala lumpur 10,512.9 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-g-1.0/cidb500,Perodua
2020,persona executive 1.6,32400.0,355.0,80953.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2020-proton-persona-executive-1.6/c60a500,Proton
2015,grand livina comfort 1.6,30800.0,418.0,186822.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/nissan/grand-livina/2015-nissan-grand-livina-comfort-1.6/c2xb500,Nissan
2019,aruz av 1.5,51400.0,563.0,80854.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/cgyd500,Perodua
2013,swift gl 1.4,22900.0,335.0,100577.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/suzuki/swift/2013-suzuki-swift-gl-1.4/cssa500,Suzuki
2019,aruz av 1.5,51000.0,559.0,110006.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2019-perodua-aruz-av-1.5/card500,Perodua
2024,vios g 1.5,82400.0,903.0,19629.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/vios/2024-toyota-vios-g-1.5/cmsb500,Toyota
2018,axia g 1.0,28400.0,341.0,90060.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/cmre500,Perodua
2014,exora bold cfe standard 1.6,19900.0,270.0,147771.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2014-proton-exora-bold-cfe-standard-1.6/clv8500,Proton
2019,br-v v i-vtec 1.5,52400.0,574.0,89110.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/br-v/2019-honda-br-v-v-i-vtec-1.5/ca1e500,Honda
2019,grand starex executive 2.5,104800.0,1148.0,107471.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/hyundai/grand-starex/2019-hyundai-grand-starex-executive-2.5/c9o7500,Hyundai
2017,alza ez 1.5,37400.0,499.0,129313.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2017-perodua-alza-ez-1.5/chgd500,Perodua
2020,yaris e 1.5,57900.0,634.0,69009.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/toyota/yaris/2020-toyota-yaris-e-1.5/ckgb500,Toyota
2023,axia g 1.0,35600.0,390.0,48180.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2023-perodua-axia-g-1.0/c7mb500,Perodua
2016,sienta v 1.5,47900.0,651.0,117654.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/toyota/sienta/2016-toyota-sienta-v-1.5/cc1a500,Toyota
2014,vios j 1.5,36400.0,494.0,157424.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2014-toyota-vios-j-1.5/cl3d500,Toyota
2019,myvi x 1.3,37400.0,410.0,52502.0,A,"carsome showroom kempas, johor 14,839.0 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-x-1.3/c318500,Perodua
2018,cr-v tc vtec 1.5,83900.0,1007.0,86270.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2018-honda-cr-v-tc-vtec-1.5/cy25500,Honda
2018,axia g 1.0,27900.0,335.0,128495.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/cbhd500,Perodua
2018,axia g 1.0,28400.0,341.0,60780.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2018-perodua-axia-g-1.0/c2ob500,Perodua
2019,cr-v i-vtec 2.0,83000.0,910.0,96957.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2019-honda-cr-v-i-vtec-2.0/cewb500,Honda
2014,city v i-vtec 1.5,34800.0,473.0,116290.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/honda/city/2014-honda-city-v-i-vtec-1.5/csoa500,Honda
2018,cr-v tc-p vtec 1.5,88900.0,1067.0,105723.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2018-honda-cr-v-tc-p-vtec-1.5/cz6c500,Honda
2015,suprima s turbo premium 1.6,24900.0,338.0,140197.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/suprima-s/2015-proton-suprima-s-turbo-premium-1.6/c08a500,Proton
2013,vios g 1.5,33900.0,496.0,163124.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2013-toyota-vios-g-1.5/c26a500,Toyota
2017,persona standard 1.6,26800.0,357.0,128839.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2017-proton-persona-standard-1.6/cbwa500,Proton
2013,preve executive 1.6,17900.0,262.0,137648.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/proton/preve/2013-proton-preve-executive-1.6/csc9500,Proton
2017,bezza x premium 1.3,31900.0,426.0,73235.0,A,"carsome showroom chan sow lin, kuala lumpur 14,744.2 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2017-perodua-bezza-x-premium-1.3/ci6a500,Perodua
2020,axia advance 1.0,35400.0,388.0,63243.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-advance-1.0/cmac500,Perodua
2018,myvi x 1.3,35400.0,425.0,106704.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-x-1.3/cecc500,Perodua
2021,cx-30 skyactiv-g high spec 2.0,102000.0,1118.0,42202.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/mazda/cx-30/2021-mazda-cx-30-skyactiv-g-high-spec-2.0/ckag500,Mazda
2018,cr-v tc vtec 1.5,83000.0,996.0,116036.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/cr-v/2018-honda-cr-v-tc-vtec-1.5/cx8c500,Honda
2015,triton vgt dual cab 2.5,49900.0,678.0,100754.0,A,"carsome showroom setiawangsa, kuala lumpur 14,736.0 km
          away",-,https://www.carsome.my/buy-car/mitsubishi/triton/2015-mitsubishi-triton-vgt-dual-cab-2.5/ctd9500,Mitsubishi
2018,civic s i-vtec 1.8,70400.0,845.0,116566.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-s-i-vtec-1.8/cou8500,Honda
2014,exora bold cfe standard 1.6,19900.0,270.0,66433.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/proton/exora/2014-proton-exora-bold-cfe-standard-1.6/cpqd500,Proton
2018,accord i-vtec vti-l 2.0,73400.0,881.0,115384.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/accord/2018-honda-accord-i-vtec-vti-l-2.0/c7l7500,Honda
2019,br-v e i-vtec 1.5,49400.0,541.0,49275.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/br-v/2019-honda-br-v-e-i-vtec-1.5/c6ib500,Honda
2017,alza advance 1.5,43400.0,579.0,133953.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2017-perodua-alza-advance-1.5/c1tf500,Perodua
2013,elantra high spec 1.6,18800.0,275.0,189963.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/inokom/elantra/2013-inokom-elantra-high-spec-1.6/chxb500,Inokom
2016,hr-v i-vtec e 1.8,45400.0,617.0,111487.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2016-honda-hr-v-i-vtec-e-1.8/c5ue500,Honda
2019,vios g 1.5,59400.0,651.0,119214.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2019-toyota-vios-g-1.5/c4vd500,Toyota
2020,hilux l-edition dual cab 2.4,98800.0,1083.0,64980.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",-,https://www.carsome.my/buy-car/toyota/hilux/2020-toyota-hilux-l-edition-dual-cab-2.4/cvsf500,Toyota
2021,bezza advance 1.3,46900.0,514.0,53104.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2021-perodua-bezza-advance-1.3/c0ub500,Perodua
2014,harrier elegance 2.0,76900.0,1045.0,90737.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/toyota/harrier/2014-toyota-harrier-elegance-2.0/c14b500,Toyota
2018,bezza x premium 1.3,34800.0,418.0,92837.0,A,"carsome showroom kota kinabalu, sabah 13,814.5 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-x-premium-1.3/cxg7500,Perodua
2014,corolla altis e 1.8,39900.0,542.0,132890.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/toyota/corolla-altis/2014-toyota-corolla-altis-e-1.8/c2se500,Toyota
2019,persona standard 1.6,28900.0,317.0,99360.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/proton/persona/2019-proton-persona-standard-1.6/c64c500,Proton
2022,xpander 1.5,73900.0,810.0,81150.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/mitsubishi/xpander/2022-mitsubishi-xpander--1.5/csfd500,Mitsubishi
2019,myvi h 1.5,42400.0,465.0,82583.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2019-perodua-myvi-h-1.5/ce7c500,Perodua
2020,alza advance 1.5,55400.0,586.0,112892.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2020-perodua-alza-advance-1.5/cfte500,Perodua
2019,city v i-vtec 1.5,58400.0,640.0,93833.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/honda/city/2019-honda-city-v-i-vtec-1.5/c1yb500,Honda
2020,yaris g 1.5,59900.0,656.0,99955.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/toyota/yaris/2020-toyota-yaris-g-1.5/coyd500,Toyota
2020,cx-5 2.5g 4wd high t/c 2.5,102800.0,1127.0,15991.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",-,https://www.carsome.my/buy-car/mazda/cx-5/2020-mazda-cx-5-2.5g-4wd-high-t-c-2.5/ccue500,Mazda
2024,axia x 1.0,38800.0,425.0,12175.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/axia/2024-perodua-axia-x-1.0/cs0c500,Perodua
2021,city v i-vtec 1.5,67800.0,743.0,35946.0,A,"carsome showroom melaka, melaka 14,822.0 km
          away",-,https://www.carsome.my/buy-car/honda/city/2021-honda-city-v-i-vtec-1.5/ch3b500,Honda
2020,myvi av 1.5,45800.0,502.0,58934.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2020-perodua-myvi-av-1.5/cy2b500,Perodua
2022,x70 tgdi premium 1.8,74400.0,815.0,35305.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x70/2022-proton-x70-tgdi-premium-1.8/cquh500,Proton
2023,x50 premium 1.5,74600.0,817.0,12245.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2023-proton-x50-premium-1.5/czzd500,Proton
2024,alza av 1.5,74800.0,820.0,11792.0,A,"carsome showroom juru autocity, pulau pinang 14,549.9 km
          away",with principal warranty,https://www.carsome.my/buy-car/perodua/alza/2024-perodua-alza-av-1.5/c5ah500,Perodua
2015,civic navi i-vtec 2.0,44900.0,610.0,143275.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2015-honda-civic-navi-i-vtec-2.0/cuwd500,Honda
2019,ranger wildtrak high rider dual cab 2.0,81800.0,896.0,86200.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/ford/ranger/2019-ford-ranger-wildtrak-high-rider-dual-cab-2.0/cw4b500,Ford
2014,saga flx standard 1.3,14900.0,202.0,129164.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2014-proton-saga-flx-standard-1.3/czqd500,Proton
2013,corolla altis g 1.8,32900.0,481.0,179484.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/toyota/corolla-altis/2013-toyota-corolla-altis-g-1.8/c5r6500,Toyota
2015,city s+ i-vtec 1.5,34400.0,467.0,166500.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/city/2015-honda-city-s--i-vtec-1.5/cnza500,Honda
2015,saga sv 1.3,15900.0,216.0,151592.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2015-proton-saga-sv-1.3/cu6c500,Proton
2020,aruz av 1.5,54400.0,596.0,105969.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/cgbc500,Perodua
2021,myvi av 1.5,46900.0,514.0,26227.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2021-perodua-myvi-av-1.5/c6td500,Perodua
2018,civic s i-vtec 1.8,70900.0,851.0,91848.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/honda/civic/2018-honda-civic-s-i-vtec-1.8/cfcc500,Honda
2014,almera e 1.5,20400.0,277.0,152159.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/nissan/almera/2014-nissan-almera-e-1.5/ci9c500,Nissan
2015,accord i-vtec vti-l 2.0,45400.0,617.0,170945.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/honda/accord/2015-honda-accord-i-vtec-vti-l-2.0/c42c500,Honda
2016,city e i-vtec 1.5,39900.0,542.0,115625.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/honda/city/2016-honda-city-e-i-vtec-1.5/cqrd500,Honda
2014,vios j 1.5,34400.0,467.0,154336.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2014-toyota-vios-j-1.5/cpfb500,Toyota
2014,saga flx standard 1.3,14900.0,202.0,85177.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2014-proton-saga-flx-standard-1.3/c6rd500,Proton
2018,city v i-vtec 1.5,53800.0,646.0,77409.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/honda/city/2018-honda-city-v-i-vtec-1.5/cksf500,Honda
2018,myvi av 1.5,43400.0,521.0,92958.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/cdqd500,Perodua
2018,bezza x premium 1.3,33000.0,396.0,111318.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2018-perodua-bezza-x-premium-1.3/cnhd500,Perodua
2015,hr-v i-vtec v 1.8,46400.0,630.0,152413.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/hr-v/2015-honda-hr-v-i-vtec-v-1.8/cvrd500,Honda
2017,bezza x premium 1.3,31400.0,419.0,82454.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2017-perodua-bezza-x-premium-1.3/c0cg500,Perodua
2016,jazz s i-vtec 1.5,40900.0,556.0,99747.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2016-honda-jazz-s-i-vtec-1.5/c1bc500,Honda
2021,yaris g 1.5,65600.0,719.0,66014.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/toyota/yaris/2021-toyota-yaris-g-1.5/c6sf500,Toyota
2018,br-v v i-vtec 1.5,46900.0,563.0,98486.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/honda/br-v/2018-honda-br-v-v-i-vtec-1.5/c38f500,Honda
2018,alza ez 1.5,42400.0,509.0,123407.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2018-perodua-alza-ez-1.5/ccqf500,Perodua
2016,almera e 1.5,26400.0,359.0,135020.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/nissan/almera/2016-nissan-almera-e-1.5/crrd500,Nissan
2018,vios e 1.5,52400.0,629.0,102669.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2018-toyota-vios-e-1.5/c46b500,Toyota
2021,axia se 1.0,36400.0,399.0,44486.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2021-perodua-axia-se-1.0/cjlb500,Perodua
2014,myvi se 1.5,27000.0,367.0,183832.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2014-perodua-myvi-se-1.5/clmf500,Perodua
2020,cx-5 skyactiv-g high 2.0,95900.0,1051.0,102877.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/mazda/cx-5/2020-mazda-cx-5-skyactiv-g-high-2.0/cytd500,Mazda
2013,alza ezi 1.5,25400.0,371.0,147917.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2013-perodua-alza-ezi-1.5/c359500,Perodua
2020,jazz e i-vtec 1.5,61900.0,678.0,62066.0,A,"carsome showroom kuantan avenue, pahang 14,612.7 km
          away",-,https://www.carsome.my/buy-car/honda/jazz/2020-honda-jazz-e-i-vtec-1.5/cwpd500,Honda
2018,myvi av 1.5,42600.0,511.0,117142.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2018-perodua-myvi-av-1.5/ctpd500,Perodua
2013,myvi se 1.5,25000.0,366.0,127368.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2013-perodua-myvi-se-1.5/ch1c500,Perodua
2021,yaris e 1.5,61900.0,678.0,61947.0,A,"carsome pj automall, selangor 14,748.1 km
          away",-,https://www.carsome.my/buy-car/toyota/yaris/2021-toyota-yaris-e-1.5/ckse500,Toyota
2017,axia se 1.0,28000.0,374.0,126921.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2017-perodua-axia-se-1.0/cnpd500,Perodua
2020,axia se 1.0,34800.0,381.0,112581.0,A,"carsome showroom cheras, selangor 14,747.6 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2020-perodua-axia-se-1.0/cjv9500,Perodua
2017,myvi se 1.5,35400.0,472.0,125359.0,A,"carsome showroom alor setar, kedah 14,468.6 km
          away",-,https://www.carsome.my/buy-car/perodua/myvi/2017-perodua-myvi-se-1.5/cjnf500,Perodua
2016,axia g 1.0,24000.0,326.0,138986.0,A,"carsome showroom setia spice, pulau pinang 14,555.5 km
          away",-,https://www.carsome.my/buy-car/perodua/axia/2016-perodua-axia-g-1.0/cqqe500,Perodua
2020,bezza advance 1.3,42800.0,469.0,102454.0,A,"carsome showroom setia spice, pulau pinang 10,512.9 km
          away",-,https://www.carsome.my/buy-car/perodua/bezza/2020-perodua-bezza-advance-1.3/cqqd500,Perodua
2021,jazz s i-vtec 1.5,58900.0,645.0,58428.0,A,"carsome pj automall, selangor 14,748.1 km
          away",with principal warranty,https://www.carsome.my/buy-car/honda/jazz/2021-honda-jazz-s-i-vtec-1.5/ctsd500,Honda
2022,saga premium 1.3,33300.0,365.0,29945.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",-,https://www.carsome.my/buy-car/proton/saga/2022-proton-saga-premium-1.3/cnmf500,Proton
2021,x50 premium 1.5,64800.0,710.0,11576.0,A,"carsome showroom ipoh, perak 14,609.1 km
          away",-,https://www.carsome.my/buy-car/proton/x50/2021-proton-x50-premium-1.5/c5ug500,Proton
2020,aruz av 1.5,54800.0,601.0,60744.0,A,"carsome showroom seremban oakland, negeri sembilan 14,780.1 km
          away",-,https://www.carsome.my/buy-car/perodua/aruz/2020-perodua-aruz-av-1.5/cxvh500,Perodua
2022,x50 premium 1.5,68900.0,755.0,43118.0,A,"carsome showroom johor jaya, johor 14,832.8 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2022-proton-x50-premium-1.5/cggi500,Proton
2019,alza ez 1.5,43800.0,447.0,102012.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/perodua/alza/2019-perodua-alza-ez-1.5/c0vf500,Perodua
2014,vios e 1.5,35900.0,488.0,190173.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/toyota/vios/2014-toyota-vios-e-1.5/cvlf500,Toyota
2021,almera vlt 1.0,56400.0,618.0,63636.0,A,"carsome showroom sitiawan, perak 14,662.1 km
          away",-,https://www.carsome.my/buy-car/nissan/almera/2021-nissan-almera-vlt-1.0/ckyf500,Nissan
2024,x50 executive 1.5,71900.0,788.0,12543.0,A,"carsome showroom aeon big kepong, kuala lumpur 14,735.7 km
          away",with principal warranty,https://www.carsome.my/buy-car/proton/x50/2024-proton-x50-executive-1.5/c3yh500,Proton
